keyword,id,rank
gasping for air,gVDuO9iLP-0,24
grogginess,bZi4NrpQp8s,9
grogginess,jrGvQ-eqCzo,18
hypersomnia,L6T32MjowXY,17
hypersomnia,BDJzjEAU_yA,13
inability to concentrate,sHblR5Wn8X0,24
inability to concentrate,TrSuOUfbijY,23
inability to stay awake during the daytime,Dd83dwHYsPc,18
inability to stay awake during the daytime,j5Sl8LyI7k8,13
insomnia,tnrTN7s-p6Y,11
insomnia,JybV1mL6EMA,15
mandibular advancement,5DsTWO-d16A,17
mandibular advancement,QswMAHMYggE,8
micro-sleeps,tvfMOPTsU_0,2
micro-sleeps,0O8i-hEixDU,5
micrognathia,OVVcPROWFPs,13
micrognathia,YRhZA5Eqi2o,3
migraine,l4-k-Ji3y_U,24
migraine,Bs92ejAGLdw,21
mouth breathing,WbB8iAJne9Y,4
mouth breathing,c6Rao9TWGTU,1
need to frequently nap,FlK54DmeCpc,9
need to frequently nap,NqJXf0Ut6I4,19
night,-WsZ2fUXbZg,7
night,i8pK6qmtllU,10
no energy,GqC60CAc7rM,19
no energy,h-cbyxv1XlY,16
oral appliance,zZHAundS-2s,1
oral appliance,GMuMzUWj8v4,2
oxygen desaturation,cHvJ6vRBtDM,4
oxygen desaturation,O7UOz43JYsc,13
pain in front center of brain,qWU2IgRV3EU,23
pain in front center of brain,2ct6P2kpknc,16
polysomnography,lQS0oZNUHJU,25
polysomnography,_nKeMT0y_aE,8
pulmonary arrest,rvvEi4U_QaQ,19
pulmonary arrest,kvE8JN5eDxs,1
racing heart,WnAnhlD9WyQ,22
racing heart,Bel-N89GRgo,7
restless leg syndrome,-3rUXrYk9Sg,11
restless leg syndrome,RzgmIpHtd-w,23
restlessness,dSUkdBIKVSk,8
restlessness,531sEQYD4CE,3
sleep apnea causes,5Jn6KtOuWCs,10
sleep apnea causes,chlE7uyZAcw,25
sleep apnea obstructive syndrome,xEuFw_nu8oA,21
sleep apnea obstructive syndrome,rkX9eXBd0O8,25
sleep study,_IC8ef7Wqnc,10
sleep study,GMV6Cd0jVzc,3
snoring,ow3JwoF5jBE,24
snoring,apIsrTxKleM,14
sore throat,miP4M7S-1QA,11
sore throat,pK-R2n2mQvc,4
teeth grinding,uFfrybw1kGU,17
teeth grinding,vt57AQOjmnc,10
tiredness,zu1_2zvIokQ,3
tiredness,HAmedhO2Bc4,16
upper airway,aialpobAKtM,11
upper airway,onbKgDn_maE,14
weight gain,RIJ2Jclv9Dg,1
weight gain,HEYrWAepqzQ,9
