keyword,id,rank
inability to stay awake during the daytime,xQSEK3STJ30,15
inability to stay awake during the daytime,2_kvHbfYxNc,16
inability to stay awake during the daytime,AOi4I331vZM,17
inability to stay awake during the daytime,Dd83dwHYsPc,18
inability to stay awake during the daytime,1WriLmap9dI,19
inability to stay awake during the daytime,3nKgnfIGi5Y,20
inability to stay awake during the daytime,CAGUVH_yIRE,21
inability to stay awake during the daytime,kV8mrwoTy2c,22
inability to stay awake during the daytime,nJUXT84PsLI,23
inability to stay awake during the daytime,SbUoLi34KHw,24
inability to stay awake during the daytime,z0-Zi5ngQQw,25
micro-sleeps,lXO4jM_WFAA,1
micro-sleeps,tvfMOPTsU_0,2
micro-sleeps,mRiNug3h-N8,3
micro-sleeps,haTApXretfg,4
micro-sleeps,0O8i-hEixDU,5
micro-sleeps,9DvgN02A9f0,6
micro-sleeps,JwCnJZyU70M,7
micro-sleeps,Ppsd_QFXXSQ,8
micro-sleeps,t1Y6F0UPl2k,9
micro-sleeps,ckiLTVqhlRk,10
micro-sleeps,7YtD86bio5U,11
micro-sleeps,k5vsgYYPGYY,12
micro-sleeps,E5gE1-V3yTA,14
micro-sleeps,zbhUFX6ZRYA,15
micro-sleeps,n2hFl1Mc37Y,16
micro-sleeps,JFQObg1IjRI,17
micro-sleeps,MRgslssEQ7Q,18
micro-sleeps,Po8zOLVRRJM,19
micro-sleeps,zHchEaObaBo,20
micro-sleeps,Hep7Ah4ZO7c,21
micro-sleeps,t0kACis_dJE,22
micro-sleeps,1U2qMRGihGg,23
micro-sleeps,Oq28WJpZfLg,24
micro-sleeps,4ycXuYdtGbU,25
Gasping for air during sleep,_shMGanKHfo,1
Gasping for air during sleep,4nfek-bQMVY,2
Gasping for air during sleep,x1g3DFqFFpQ,3
Gasping for air during sleep,pCJrgcC3sgI,5
Gasping for air during sleep,z12MEPiG4cg,6
Gasping for air during sleep,LLs0YQ6JnVQ,7
Gasping for air during sleep,LideJlY9cAk,8
Gasping for air during sleep,nPtdkqOLLP4,9
Gasping for air during sleep,leskf-_IsdM,10
Gasping for air during sleep,n7QzEENeMMo,11
Gasping for air during sleep,X55Ys6H6-9k,12
Gasping for air during sleep,RIqSSlYFnRs,13
Gasping for air during sleep,P-CS36aCVhg,14
Gasping for air during sleep,2auLobkUzSQ,15
Gasping for air during sleep,oX3CZnrLxbQ,16
Gasping for air during sleep,PC4Yd3feSBc,17
Gasping for air during sleep,Yxfk9ut1UHI,18
Gasping for air during sleep,IMON9zmViu4,19
Gasping for air during sleep,FDmwGrOR7y8,20
Gasping for air during sleep,_7-xjrDtVOY,21
Gasping for air during sleep,H1s48KwOrXA,22
Gasping for air during sleep,VjxJljw-2_4,23
Gasping for air during sleep,HvVa7vUSRIo,24
Gasping for air during sleep,oOITasNDHtY,25
polysomnography,9wVqyDUyIH8,1
polysomnography,0CV2QdIZ3Vc,2
polysomnography,ohTE--PgBkY,3
polysomnography,6XmY6_WojuU,4
polysomnography,93Ql1SVctzI,5
polysomnography,X9u5T0Dr-po,6
polysomnography,d_4UgNbCvkA,7
polysomnography,_nKeMT0y_aE,8
polysomnography,7NCvT5welzw,9
polysomnography,xSbJi9MJDXg,10
polysomnography,vPHAExeqHJc,11
polysomnography,kn5ykBpCmUc,12
polysomnography,PT9PFq7kkrk,13
polysomnography,2gECGYl5C50,14
polysomnography,q5Hr6_akqMA,15
polysomnography,878CEj2GmZ0,16
polysomnography,Ui86Zp9jJPw,17
polysomnography,o3mtJIc0xkY,18
polysomnography,8SuBTToTc3c,19
polysomnography,OxEeMOS0l54,20
polysomnography,WkPjOmgh40A,21
polysomnography,WKDt-BZTqbg,22
polysomnography,5qJsgB4zOnM,23
polysomnography,qd4fqAIS9cg,24
polysomnography,lQS0oZNUHJU,25
OSA,t0EiX2LSB8o,2
OSA,mGpaDSmXqHM,3
OSA,ybeeHgPPvBE,4
OSA,O9tsx4OSRiU,5
OSA,jXjBMmAIjmk,6
OSA,Nusalrh1Mn4,7
OSA,OtYgVJ-9JOs,8
OSA,orKlAFCxE0I,9
OSA,OfwyvMYphvw,10
OSA,l44moJhbAyc,11
OSA,icbTwQnkwGM,12
OSA,_vTP3SnvfFQ,13
OSA,3upMeZyYWdY,14
OSA,3jwF1WqxHzY,15
OSA,AfyAp_2RSFI,16
OSA,qBLZwgbE0oU,17
OSA,YEWXwZdc0SE,18
OSA,Djm8U0VmCSg,19
OSA,G_V7lldFlWg,20
OSA,2jX8JnMbaqU,21
OSA,J7TS-K4_grE,22
OSA,apM-V7JUvKc,23
Obstructive Sleep Apnea Syndrome appliance,hDLy7GgNL1s,1
Obstructive Sleep Apnea Syndrome appliance,OX__sn3FEUw,2
Obstructive Sleep Apnea Syndrome appliance,t1Af_MdkxAQ,3
Obstructive Sleep Apnea Syndrome appliance,NZszF7OaDVE,4
Obstructive Sleep Apnea Syndrome appliance,mEwsFBmIEu8,5
Obstructive Sleep Apnea Syndrome appliance,DyO3bg1Dwoc,6
Obstructive Sleep Apnea Syndrome appliance,i5VWOUB0OP0,7
Obstructive Sleep Apnea Syndrome appliance,EHXI00_6_Ho,8
Obstructive Sleep Apnea Syndrome appliance,i6lxO6W2-m8,9
Obstructive Sleep Apnea Syndrome appliance,VR31hfpNXWo,10
Obstructive Sleep Apnea Syndrome appliance,SqDT0x-sHJU,11
Obstructive Sleep Apnea Syndrome appliance,47SLFpOyfLM,12
Obstructive Sleep Apnea Syndrome appliance,N3Cih36VtaQ,13
Obstructive Sleep Apnea Syndrome appliance,8dXEgVK-fF4,14
Obstructive Sleep Apnea Syndrome appliance,ztfWSGBWvTs,15
Obstructive Sleep Apnea Syndrome appliance,2VF6o1nfaIU,16
Obstructive Sleep Apnea Syndrome appliance,JGmtNCgz1Pk,17
Obstructive Sleep Apnea Syndrome appliance,MQPHgfWPsLg,18
Obstructive Sleep Apnea Syndrome appliance,veIwA4-oASo,19
Obstructive Sleep Apnea Syndrome appliance,NAYSWQO_fxI,20
Obstructive Sleep Apnea Syndrome appliance,TI9sYLad834,21
Obstructive Sleep Apnea Syndrome appliance,ZpUaF4oGvXg,22
Obstructive Sleep Apnea Syndrome appliance,DF3nYvBLlM0,23
Obstructive Sleep Apnea Syndrome appliance,4JkiWvWn2aU,24
Obstructive Sleep Apnea Syndrome appliance,t9jGztshOWc,25
pain in front center of brain,MnOITHXlW6U,1
pain in front center of brain,gpxx7UROmdU,2
pain in front center of brain,plrT_MfuUP4,3
pain in front center of brain,8E0ziLC_cYM,4
pain in front center of brain,zR-1M95Kthw,5
pain in front center of brain,PiTLR1XlX4M,6
pain in front center of brain,vGgMOvDY0oU,7
pain in front center of brain,55u5Ivx31og,8
pain in front center of brain,4ABAS3tkkuE,9
pain in front center of brain,I7wfDenj6CQ,10
pain in front center of brain,BbkkK7UBlE4,11
pain in front center of brain,qQhb1l3iBAE,12
pain in front center of brain,qTq3PuDHUWg,13
pain in front center of brain,N4FnLM9rGW0,14
pain in front center of brain,gQS0tdIbJ0w,15
pain in front center of brain,2ct6P2kpknc,16
pain in front center of brain,7OnnS4cGL6Y,17
pain in front center of brain,otUVzK4hToM,18
pain in front center of brain,kMKc8nfPATI,19
pain in front center of brain,vrgg5NHfxUA,20
pain in front center of brain,EAH-afUHUbs,21
pain in front center of brain,Iw7FvRjeDX0,22
pain in front center of brain,qWU2IgRV3EU,23
pain in front center of brain,KZSMa2URHGs,24
pain in front center of brain,lCF1_Fs00nM,25
