keyword,id,rank
Obstructive Syndrome,nUGK8hKDpEg,6
Obstructive Syndrome,gJlRmu0o1ns,4
Obstructive Syndrome,H7IYd1VWCqk,1
Obstructive Syndrome,iYjKZHmzWEA,23
PSG,rXNRDN7b3Rk,17
PSG,dL0CbMihyZc,22
PSG,IhNifdQf5Oo,16
Pain,rxY1f9oCrcs,8
Pain,_hmA-TvcAuk,19
Pain,UlaEzkuCvoA,9
Pain,O_4S3EajcNY,24
Respiration Disorders,Clgg7tj3wKI,1
Respiration Disorders,BZx1tENk9e4,13
Respiration Disorders,y27ztFfLS38,19
Respiratory Arrest,eqF9ytrWnOI,6
Respiratory Arrest,7bToWjqnppM,10
Respiratory Arrest,kvE8JN5eDxs,1
Respiratory Arrest,5x9g8xrwzrU,2
Respiratory Signs and Symptoms,RHZlHbQ3V6M,23
Respiratory Signs and Symptoms,L1x6LoL7pTw,18
Respiratory Signs and Symptoms,Z_tGKyH2ZRc,19
Respiratory Signs and Symptoms,N8OVUU9D3ik,10
Sleep Apnea,leskf-_IsdM,15
Sleep Apnea,j8ZWCZvte_E,24
Sleep Apnea,MQPHgfWPsLg,23
Sleep Apnea,Wz-uL1GpT5Q,21
Sleep Apnea Syndrome,_shMGanKHfo,12
Sleep Apnea Syndrome,z12MEPiG4cg,20
Sleep Disorders,OfcP2vuje-Q,6
Sleep Disorders,1XLVrbXBikA,24
Sleep Disorders,pFa_KBL5z0Y,5
Sleep Disorders,gpI1aZY_9-M,25
Sleep Hypopnea,4JkiWvWn2aU,16
Sleep Hypopnea,ohTE--PgBkY,12
Sleep Hypopnea,QVUlR9GI-VA,17
Sleep Wake Disorders,osoOPP6PN5Y,25
Sleep Wake Disorders,csAH5NJpPKw,2
Sleep Wake Disorders,4PVZSLPB-kw,20
Sleep Wake Disorders,xcMIGDTrU5g,11
Sleeping,QpMWIsmEiy4,14
Stress,CZTc8_FwHGM,6
Stress,eGVWRvNe1-A,11
Stress,tEmt1Znux58,13
Stress,TYWI929nZKg,24
Tachycardia (fast heart rate),2U-_Zse5a-8,11
Tachycardia (fast heart rate),-_mnrporMgQ,16
Tachycardia (fast heart rate),gYfwk1fO0WQ,10
Tachycardia (fast heart rate),J_NX2eUYtPk,3
Unrefreshing or poor sleep,5g2q5bXBEAM,19
Unrefreshing or poor sleep,7ZvQDhMV_sw,16
Unrefreshing or poor sleep,Qd8d3Gl_yTM,6
Unrefreshing or poor sleep,lYbKPYdnYdQ,5
Upper Airway Resistance,Ld4ujrFhG5Q,10
Upper Airway Resistance,IBiMHHEFv3s,3
Upper Airway Resistance,FdyUeMRTuYU,14
Upper Airway Resistance,ZUelKfAnUmc,21
Wake gasping,PSjSfM0cgk4,24
Wake gasping,MmlYfxuocGs,16
Wake gasping,lB3r73AtT7E,20
Wake gasping,qF1pH9rlfHM,7
acid reflux,bbtkLO8VXlU,17
acid reflux,zh-9RaSCMxQ,7
acid reflux,3Bous2-OQtc,12
acid reflux,jsT1ylTz3d8,10
airway,dtmPNKSAQR8,18
airway,a4JdQi60an0,23
airway,U96105-ZUaY,7
airway,Hzc_T4QBp4E,2
airway pressure,3klrISX5zSo,13
airway pressure,jccbfsMNQj0,6
airway pressure,nyNO9fl_jNE,12
airway pressure,4T-zG9Svb_8,25
anxiety,xsEJ6GeAGb0,3
anxiety,McCDfP5M878,24
anxiety,odADwWzHR24,14
anxiety,WGG7MGgptxE,23
apnea-hypopnea index,J6u3nIufGvA,25
apnea-hypopnea index,LtPSMO0c0_c,9
apnea-hypopnea index,kJDuqWtwAEQ,7
apnea-hypopnea index,Om5afLUHKUs,18
brain fog,4y4-skcsCSU,13
brain fog,enQJvkfP-tc,11
brain fog,NXycYqecJkA,25
brain fog,ZgLNo1zjxJE,6
bruxism,Cj3GVRlrgEQ,2
bruxism,9t6GSrYc23E,20
bruxism,6VXq3w0GxnQ,18
bruxism,BJM7W-awL3Y,10
choking,EDy18otPvpQ,4
choking,tBp3mkX6JGo,11
choking,iv5g4NTVuVw,22
choking,kdsi6pvqe9w,18
cognitive impairment,tBjbSCv163U,20
cognitive impairment,zI6eKvahSms,15
cognitive impairment,qsKTGURVIec,23
cognitive impairment,_AzrBKwtg1c,19
confusion,Yq7FKO5DlV0,9
confusion,3aQuvPlcB-8,20
confusion,g2R0V-TgBY4,8
confusion,c_L_-CKg6pw,5
continuous positive airway pressure,4ZLChzT0ops,25
continuous positive airway pressure,XBxbKq8BBnE,10
continuous positive airway pressure,NmWuRwk3q9Y,24
continuous positive airway pressure,5BJ0CSYq8_0,3
coughing,jrAPIXvkwQA,25
coughing,hhd-s-i7Asg,21
coughing,KBCtrjhnLF4,4
coughing,-YKFrMQPBEE,23
daytime sleepiness,lepetKsEfx4,4
daytime sleepiness,eC8OX8ln1Ic,3
daytime sleepiness,TuLYHWfoNGY,18
daytime sleepiness,4cdSZIVlQD4,13
difficulty falling asleep,cHKs2aVxOmQ,12
difficulty falling asleep,0MVUgercUfA,14
difficulty falling asleep,7r22OXftS7U,17
difficulty falling asleep,Lgeo6rlGdk4,8
difficulty getting out of bed,XCDOdVs9INE,4
difficulty getting out of bed,qubbHJrVnts,8
difficulty getting out of bed,RZMuM8Ez-DY,17
difficulty getting out of bed,JwRq79BSleM,11
difficulty staying asleep,CAGUVH_yIRE,12
difficulty staying asleep,GSXKb4yAJB4,3
difficulty staying asleep,6DsdxG9xOOk,1
difficulty staying asleep,m_ZHgD5rVPU,22
difficulty waking up,zlaAbEev6Iw,14
difficulty waking up,2auLobkUzSQ,20
difficulty waking up,52QeWz3S0Xg,22
difficulty waking up,HEq7ayLAxKU,25
drowsiness,7dOHzxKkjgI,8
drowsiness,98aFb0k39VQ,9
drowsiness,6c7BC7bYPSg,23
drowsiness,KwR_rwzNJ38,19
dry mouth,qGvNU_w5jn0,4
dry mouth,wok0IDFe7ZQ,24
dry mouth,IKvLl9kd-D8,22
dry mouth,ELKoUQk0SiM,17
dry throat,bXow59aZAHo,5
dry throat,RyH_jMfNVgk,8
dry throat,52CMXCe2_CY,12
dry throat,6MWqqCQFsJk,22
during sleep,GUGqraRfGnQ,19
during sleep,CP27khGaA2E,5
during sleep,eTgNgGO_bLs,1
during sleep,8x5sbo5nqxE,6
excessive yawning,hZplBHhRm5c,25
excessive yawning,4x6Dr2lDnUI,15
excessive yawning,RFVUYwcoOlY,4
excessive yawning,yeC6_FzR7Zo,5
fatigue,hNB9DJzqKJY,19
fatigue,r0SQsi0yWxo,17
fatigue,v62TMMzBv4U,14
fatigue,vKYpinIl-cw,10
gasping for air,VjxJljw-2_4,7
gasping for air,_NRxQ43SGIA,13
gasping for air,T85vd3CBs04,4
gasping for air,5JDrgvLtEbI,17
grogginess,6GdL0h6-If0,6
grogginess,dbTx4hDSUZc,20
grogginess,8bzsRpWb0t4,11
grogginess,hqH2SuSalZA,23
hypersomnia,BDJzjEAU_yA,16
hypersomnia,OJAGGxWW1VE,3
hypersomnia,yUb9jTGdOv4,12
hypersomnia,V9gnvWtta4M,14
inability to concentrate,YrcDuOErAII,5
inability to concentrate,VT9s77MGeKY,11
inability to concentrate,Ig6I3prnlnE,19
inability to concentrate,TrSuOUfbijY,16
inability to stay awake during the daytime,nGUHYnxlf_Y,16
inability to stay awake during the daytime,PmLUfaq5OYs,17
inability to stay awake during the daytime,9_BSWTdQDto,22
inability to stay awake during the daytime,2NTYS0BBF9A,19
insomnia,Y5TVTL79C8I,13
insomnia,ZHDlbowCyCE,15
insomnia,vl9wiuDGMm0,22
insomnia,D4sZtkRW-SY,9
irritability,9bCulDExyug,8
irritability,6iOu_BRuXQ8,25
mandibular advancement,QswMAHMYggE,12
mandibular advancement,KarBdEsv92s,9
mandibular advancement,b2QHWGrsuwU,19
mandibular advancement,yFQEmpJMIVI,6
micro-sleeps,tvfMOPTsU_0,3
micro-sleeps,0O8i-hEixDU,5
micro-sleeps,SCYe0GC2M94,20
micro-sleeps,lXO4jM_WFAA,1
micrognathia,NJeeiVfFP0w,2
micrognathia,Py9lYxTT-K8,15
micrognathia,9FA7T8G19U8,10
micrognathia,Or_DmskJQnM,19
migraine,NiIBllgIC-Y,16
migraine,Gm1RFSaln0g,13
migraine,pjAfY7LaQmk,22
migraine,51rpVt6JhNU,9
mouth breathing,c6Rao9TWGTU,1
mouth breathing,ceGAvvyQc-w,16
mouth breathing,MBPBthM1lcw,19
mouth breathing,axphfyL5sj4,21
need to frequently nap,VaZu4CsHUP8,6
need to frequently nap,BN9yqF6Um98,5
need to frequently nap,xGY2cZLW8Hw,14
need to frequently nap,uEHu8LIZUKI,1
night,FI339l7NGe8,4
night,Q9pjm4cNsfc,5
night,besuhAY4h70,13
night,a53e4HHnx_s,8
no energy,7LnBvuzjpr4,7
no energy,Fq8hdWxLK-A,14
no energy,BkeAbsqvtVo,25
no energy,PbP-9VLAfWI,16
oral appliance,O3tmfovdR_0,11
oral appliance,KB7V1H6PR_0,19
oral appliance,SqDT0x-sHJU,7
oral appliance,BzJ1Xngojtk,23
oxygen desaturation,s6CRJcuDiGk,12
oxygen desaturation,szeKgAqlqz4,21
oxygen desaturation,47H1Gu5jMjY,16
oxygen desaturation,S9-z37I1vhw,17
polysomnography,0KxWatqaI6Y,19
polysomnography,d_4UgNbCvkA,9
polysomnography,_nKeMT0y_aE,7
polysomnography,St1aoNqCTpg,22
racing heart,MuQ0WXzVwXY,24
racing heart,tDmPCcNWVL8,8
racing heart,lHQHmBMY_iw,1
racing heart,OCe4aBhdJSo,18
restless leg syndrome,RzgmIpHtd-w,12
restless leg syndrome,oemYtq8UONY,25
restless leg syndrome,-3rUXrYk9Sg,13
restless leg syndrome,0fBm8VHNIxg,21
restlessness,2MY4bierI3A,6
restlessness,VrfvJhnUxR8,3
restlessness,xLlnFRu21-w,17
restlessness,531sEQYD4CE,4
sleep apnea causes,n7QzEENeMMo,8
sleep apnea causes,SuEoYTDevf0,2
sleep apnea causes,ejMqUmEh6ME,6
sleep apnea causes,j9QE-1BA7Ac,16
sleep apnea obstructive syndrome,FvjEeSnarWE,20
sleep apnea obstructive syndrome,_2Tot_6Uo8w,18
sleep apnea obstructive syndrome,5HGPwgWewe8,22
sleep apnea obstructive syndrome,cB9qsLiOMNY,25
sleep study,CcqVwlmO2x0,12
sleep study,G4ou7JKd_Po,14
sleep study,awa4z2fFn7A,13
sleep study,tx2w2hflNAU,7
snoring,GaK8iHrP1Aw,20
snoring,zHchEaObaBo,1
snoring,ethsfyPX1R4,12
snoring,sr70lWucbtw,16
sore throat,pK-R2n2mQvc,4
sore throat,xeXeTrABWy8,7
sore throat,b8BPI4cerng,16
sore throat,miP4M7S-1QA,14
stopped breathing during sleep,_t8ELYDW0ts,14
stopped breathing during sleep,IDi2qWWJbNg,10
stopped breathing during sleep,jTfl3l7e6_c,2
stopped breathing during sleep,4JkiWvWn2aU,11
teeth grinding,9zqRl6VD9R8,13
teeth grinding,uFfrybw1kGU,20
teeth grinding,2f5hZVHAJSI,9
teeth grinding,T5F1rIScQ9E,19
tiredness,TLjWJGf8LXQ,14
tiredness,0hg_Nib6tZE,3
tiredness,zu1_2zvIokQ,4
tiredness,9uAqjlkjY3o,17
upper airway,aialpobAKtM,8
upper airway,Z6zRxrBE3ws,24
upper airway,QojJN3Por6I,9
upper airway,XLLSVfA3uIo,14
wake up feeling drunk,ULu_iRIjqDY,9
wake up feeling drunk,YwYTlKBIJ-Y,7
wake up feeling drunk,uKurtkJqeMI,23
wake up feeling drunk,0H_X461z3iI,11
weight gain,0kgyfetV2M8,17
weight gain,fle-CJNvZXo,5
weight gain,G8Y7mx5J0EY,9
weight gain,wducoxnU5YE,16
