keyword,id,rank
micrognathia,J7f9ZJt5wdg,11
micrognathia,YRhZA5Eqi2o,3
micrognathia,Py9lYxTT-K8,14
migraine,bkkJofMRYu4,16
migraine,gmdTGR6v9iY,11
migraine,WYIaWRifoSY,25
migraine,VLg9NYhj-t4,13
mouth breathing,WbB8iAJne9Y,4
mouth breathing,PZhY2IRVE94,25
mouth breathing,axphfyL5sj4,11
mouth breathing,6ViwBM05WFw,12
need to frequently nap,BN9yqF6Um98,1
need to frequently nap,rF8BZOK1ll4,17
need to frequently nap,UCCWATqsLSQ,20
need to frequently nap,Qb6UDRpzuFA,16
night,oSHzUD-uqKY,16
night,2S0QhGGO1gQ,4
night,r4l9bFqgMaQ,2
night,MV_3Dpw-BRY,25
no energy,KRuXqlvwN6o,4
no energy,h-cbyxv1XlY,16
no energy,GqC60CAc7rM,19
no energy,iXO7n-j00Jc,12
oral appliance,nTL9F1rh7-E,14
oral appliance,2gezmBG-f0U,4
oral appliance,SqDT0x-sHJU,5
oral appliance,7qyXJttVxTU,20
oxygen desaturation,szeKgAqlqz4,18
oxygen desaturation,WOncz0AE9U0,24
oxygen desaturation,wQ2eCRN02f4,8
oxygen desaturation,47H1Gu5jMjY,12
pain in front center of brain,plrT_MfuUP4,3
pain in front center of brain,vGgMOvDY0oU,7
pain in front center of brain,BbkkK7UBlE4,11
pain in front center of brain,EAH-afUHUbs,21
polysomnography,qd4fqAIS9cg,24
polysomnography,878CEj2GmZ0,16
polysomnography,8SuBTToTc3c,19
polysomnography,Ui86Zp9jJPw,17
pulmonary arrest,jgCE7ccS89o,24
pulmonary arrest,gVHdmd2cIS0,3
pulmonary arrest,3Lu_zOFkpqA,5
pulmonary arrest,UmKx7I0Broo,23
racing heart,17o1Y4Prj3c,21
racing heart,NIOIpwsXFCk,24
racing heart,WnAnhlD9WyQ,22
racing heart,tDmPCcNWVL8,8
restless leg syndrome,0fBm8VHNIxg,8
restless leg syndrome,TKnsOjy-b6E,22
restless leg syndrome,mtKXxi3Yye8,17
restless leg syndrome,3vl7cEwsv-0,14
restlessness,VrfvJhnUxR8,4
restlessness,i1vXylZ2sGo,18
restlessness,3OuwG8Sac6Q,16
restlessness,2hbDTYRYcIo,12
sleep apnea causes,5Jn6KtOuWCs,10
sleep apnea causes,HvVa7vUSRIo,19
sleep apnea causes,SuEoYTDevf0,23
sleep apnea causes,4eatBSoOWk8,16
sleep apnea obstructive syndrome,lvFhNk7oOr8,19
sleep apnea obstructive syndrome,z12MEPiG4cg,9
sleep apnea obstructive syndrome,47SLFpOyfLM,6
sleep apnea obstructive syndrome,3GK3d5pxFLk,24
sleep study,W7bCXd8ZHu8,7
sleep study,G4ou7JKd_Po,21
sleep study,tx2w2hflNAU,5
sleep study,Y-w_MgE-d8c,11
snoring,UAhgAm4PPis,13
snoring,bRE9FW99ZgM,18
snoring,Yvww5URXeck,5
snoring,0pOtV5XTxWc,20
sore throat,ZUPQK385uHQ,18
sore throat,xLsZiYYsXCo,16
sore throat,OteDOYM197Y,14
sore throat,y3Byh_KSeE8,7
teeth grinding,9zqRl6VD9R8,16
teeth grinding,7JYESyDsr5Y,14
teeth grinding,vt57AQOjmnc,10
teeth grinding,KI7OrF0UmU0,3
tiredness,Fq8hdWxLK-A,13
tiredness,foWbC4m9Do0,1
tiredness,UE9XL48Dsq4,18
tiredness,onj85q6J90U,15
upper airway,OIU7Mdx4DTg,12
upper airway,bbe_f4fay9g,13
upper airway,onbKgDn_maE,14
upper airway,aialpobAKtM,11
weight gain,zVBVHWliwA0,7
weight gain,HEYrWAepqzQ,9
weight gain,A1vSCr4-DG8,12
weight gain,h6nm8D5zNL8,25
