keyword,id,rank
Obstructive Apnea,iqvGhNI_6Gs,25
Obstructive Sleep,LWbTh0B414Q,23
Obstructive Sleep Apnea,SJdKwGQIC_0,8
Obstructive Sleep Apnea,ftdixWiOx5w,21
Obstructive Sleep Apnea,za4tDIyd3fg,10
Obstructive Sleep Apnea Syndrome appliance,N3Cih36VtaQ,13
Obstructive Sleep Apnea Syndrome appliance,4JkiWvWn2aU,24
Obstructive Sleep Apnea Syndrome appliance,i5VWOUB0OP0,7
Obstructive Syndrome,kKiktGo4zUA,17
Obstructive Syndrome,ifSNDB9Vhqs,23
Obstructive Syndrome,nUGK8hKDpEg,5
PSG,0Ugx8-1db54,10
Pain,dBrRBZy8OTs,24
Pain,rxY1f9oCrcs,2
Pain,OSgkBF6LjH4,11
Respiration Disorders,kkJJm0Sym4k,19
Respiration Disorders,Clgg7tj3wKI,3
Respiratory Arrest,5x9g8xrwzrU,16
Respiratory Arrest,42jJ18fkZ0Y,25
Respiratory Arrest,KpaLU8PjOoY,14
Respiratory Signs and Symptoms,nP8q1htnB60,2
Respiratory Signs and Symptoms,Z_tGKyH2ZRc,16
Respiratory Signs and Symptoms,p3b9Gju4ykw,9
Sleep Apnea,NTIebiQCO-s,16
Sleep Apnea,WNiUIyDhi4w,23
Sleep Apnea,leskf-_IsdM,11
Sleep Apnea Hypopnea Syndrome,8dXEgVK-fF4,1
Sleep Apnea Hypopnea Syndrome,4JkiWvWn2aU,7
Sleep Apnea Hypopnea Syndrome,2Ai5iXn60TQ,24
Sleep Apnea Syndrome,5HGPwgWewe8,14
Sleep Apnea Syndrome,n7QzEENeMMo,20
Sleep Apnea Syndrome,Lwr19DqIi98,25
Sleep Disorders,pFa_KBL5z0Y,14
Sleep Disorders,dxPf-DNfTlE,18
Sleep Disorders,gpI1aZY_9-M,17
Sleep Hypopnea,QTCezFQkzpc,23
Sleep Hypopnea,ohTE--PgBkY,25
Sleep Wake Disorders,d1T0DM9vXJs,18
Sleep Wake Disorders,csAH5NJpPKw,6
Sleep Wake Disorders,OfcP2vuje-Q,23
Stress,H-kl36yQN1U,20
Stress,hyg7lcU4g8E,11
Stress,Mh4E3xiNGe4,21
Tachycardia (fast heart rate),J_NX2eUYtPk,1
Tachycardia (fast heart rate),Jk59MI2ltwk,7
Tachycardia (fast heart rate),3DxFFtFpRGc,16
Unrefreshing or poor sleep,1ZkR68yqR_c,9
Unrefreshing or poor sleep,dqONk48l5vY,7
Unrefreshing or poor sleep,Qd8d3Gl_yTM,2
Upper Airway Resistance,-61qyQi4Ax8,4
Upper Airway Resistance,CYopSQ8YsgI,24
Upper Airway Resistance,IBiMHHEFv3s,3
Wake gasping,ft5GM6g3yxE,21
Wake gasping,Dmr19N3f34U,25
Wake gasping,TqENwyonvBc,9
acid reflux,XIk9kymNmMA,11
acid reflux,2KCdB9psVxw,19
acid reflux,L4lqgxctMcE,1
airway,NDx1AwR25PA,14
airway,AmjKtpcDRJc,21
airway,Hzc_T4QBp4E,4
airway pressure,jccbfsMNQj0,6
airway pressure,WcgBy0Psa3g,9
airway pressure,nyNO9fl_jNE,22
anxiety,qTRrFAFoWoY,11
anxiety,-CAd9o9OlqM,6
anxiety,vtUdHOx494E,8
apnea-hypopnea index,XtOA0_3CdAo,15
apnea-hypopnea index,8wzm2RcDz9k,4
apnea-hypopnea index,vQj_zLoidKg,13
brain fog,aidf1eeRm6c,11
brain fog,Aj0FR7twq5E,2
brain fog,L4ViIHsswBQ,17
bruxism,WJt_KLmbtgw,3
bruxism,BJM7W-awL3Y,8
bruxism,upIJpqWc0y4,12
choking,JxikQnuoq9I,4
choking,aQzGPDnJqmc,5
choking,iv5g4NTVuVw,13
cognitive impairment,1VV9e0CyfVU,15
cognitive impairment,BHf5SBiwWYQ,3
cognitive impairment,_AzrBKwtg1c,8
confusion,naleynXS7yo,16
confusion,c_L_-CKg6pw,6
confusion,V0tm6EbhFAg,5
continuous positive airway pressure,x_oxjU2LMT4,13
continuous positive airway pressure,5BJ0CSYq8_0,1
continuous positive airway pressure,YTAtofA5x44,18
coughing,0_Z33Fr3WwY,19
coughing,2SDUpBSIyOg,25
coughing,4TnJQYpKz0E,23
daytime sleepiness,lepetKsEfx4,3
daytime sleepiness,5QgsxJRv1wo,11
daytime sleepiness,sfqoWKFnu8g,25
difficulty falling asleep,Lgeo6rlGdk4,7
difficulty falling asleep,gAAJ_MJEWV8,23
difficulty falling asleep,GWpfkhKfFUM,13
difficulty getting out of bed,XCDOdVs9INE,11
difficulty getting out of bed,0iwkTJBfW2I,9
difficulty getting out of bed,qptfRE_pesk,16
difficulty staying asleep,JwDeb29y14w,6
difficulty staying asleep,peADNI3wk7k,17
difficulty staying asleep,t0kACis_dJE,20
difficulty waking up,CwceAOXdVi4,7
difficulty waking up,f_ynP_Ej2mc,22
difficulty waking up,YFY_9vYjfTY,17
drowsiness,u9EJOzEXTgE,21
drowsiness,Ta7I0OB_RWU,17
drowsiness,0SZPKW5QdGY,12
dry mouth,BFyIvudE0oU,10
dry mouth,jrLx7gEDrjM,11
dry mouth,RGwdWa0P2rM,13
dry throat,3BRufWj3Lvs,11
dry throat,lQJQe_n3JbQ,7
dry throat,52CMXCe2_CY,19
during sleep,w5jv3hcQ3rw,19
during sleep,sp79Phj_diY,9
during sleep,FfVMsQbXyMU,24
excessive yawning,6dofUUCwhvI,23
excessive yawning,PXZSLnL912g,4
excessive yawning,Vn_vn8ixv4Q,2
fatigue,65fjdQw_omI,13
fatigue,HrzT8aSTo7Q,22
fatigue,cDoyGpgxWko,20
gasping for air,om3msdebkls,21
gasping for air,oS-RDTRgTH4,18
gasping for air,w_ueU5AWZJE,23
grogginess,svsjDo81OGc,17
grogginess,hIj-vpWyays,24
grogginess,MjlvoIKDY94,23
hypersomnia,FY_0R51YBFQ,6
hypersomnia,Mfc5NZubqE0,11
hypersomnia,OJAGGxWW1VE,3
inability to concentrate,bpzKxDPezeA,3
inability to concentrate,CGs1Q0MpPME,15
inability to concentrate,Ig6I3prnlnE,22
inability to stay awake during the daytime,NJY_bgv5j8c,5
inability to stay awake during the daytime,h2gHuT8qhmU,14
inability to stay awake during the daytime,j5Sl8LyI7k8,13
insomnia,_tXFhGRqggc,7
insomnia,sWLOSwKXXOU,22
insomnia,gIwU5INBV_0,21
mandibular advancement,KarBdEsv92s,3
mandibular advancement,4WP9ODvnx-s,25
mandibular advancement,b2QHWGrsuwU,18
micro-sleeps,haTApXretfg,4
micro-sleeps,0O8i-hEixDU,5
micro-sleeps,lXO4jM_WFAA,1
micrognathia,T4n8v0S2G7c,19
micrognathia,3qPpWizGsYI,20
micrognathia,OVVcPROWFPs,13
migraine,VLg9NYhj-t4,13
migraine,xpcZcO9YGBU,14
migraine,WYIaWRifoSY,25
mouth breathing,WbB8iAJne9Y,4
mouth breathing,7GHVqlMcCLk,3
mouth breathing,maZFVKFw03Y,15
need to frequently nap,RxvmjopIJQc,11
need to frequently nap,Qb6UDRpzuFA,16
need to frequently nap,NqJXf0Ut6I4,19
night,wGF7PswOENQ,22
night,i8pK6qmtllU,10
night,aG3ZuJ2rsbM,5
no energy,KRuXqlvwN6o,4
no energy,f9KBL9Su1gw,2
no energy,0QCf72E_zb8,3
oral appliance,-CExkrL0d7w,3
oral appliance,4EGzMzORguc,11
oral appliance,SqDT0x-sHJU,5
oxygen desaturation,1-1nLKY37qg,22
oxygen desaturation,szeKgAqlqz4,18
oxygen desaturation,gy6xIVkqxtk,7
pain in front center of brain,MnOITHXlW6U,1
pain in front center of brain,BbkkK7UBlE4,11
pain in front center of brain,qQhb1l3iBAE,12
polysomnography,8SuBTToTc3c,19
polysomnography,X9u5T0Dr-po,6
polysomnography,878CEj2GmZ0,16
pulmonary arrest,7lMiXJH_bw4,6
pulmonary arrest,athIwKFavTA,7
pulmonary arrest,3Lu_zOFkpqA,5
racing heart,XyMuRUJ4I4c,3
racing heart,HSaScfagsB8,16
racing heart,p1WzJXp6p48,6
restless leg syndrome,-3rUXrYk9Sg,11
restless leg syndrome,ib6oLFoXhbQ,13
restless leg syndrome,TKnsOjy-b6E,22
restlessness,531sEQYD4CE,3
restlessness,2MY4bierI3A,5
restlessness,3OuwG8Sac6Q,16
sleep apnea causes,4eatBSoOWk8,16
sleep apnea causes,ejMqUmEh6ME,8
sleep apnea causes,HvVa7vUSRIo,19
sleep apnea obstructive syndrome,rkX9eXBd0O8,25
sleep apnea obstructive syndrome,47SLFpOyfLM,6
sleep apnea obstructive syndrome,lvFhNk7oOr8,19
sleep study,0VHZvg_sFak,22
sleep study,W7bCXd8ZHu8,7
sleep study,xg-Go6-_D0s,17
snoring,apIsrTxKleM,14
snoring,qqSwErjkAWw,22
snoring,bRE9FW99ZgM,18
sore throat,y3Byh_KSeE8,7
sore throat,pK-R2n2mQvc,4
sore throat,29xoWVnqh7E,22
teeth grinding,u10oPsAUQiE,4
teeth grinding,uFfrybw1kGU,17
teeth grinding,9zqRl6VD9R8,16
tiredness,0hg_Nib6tZE,2
tiredness,9uAqjlkjY3o,23
tiredness,CEcd0KxfVOM,11
upper airway,OIU7Mdx4DTg,12
upper airway,qDUJvcNdDsE,10
upper airway,onbKgDn_maE,14
weight gain,UXKYRAHzxXA,13
weight gain,f5yAO7SXCpU,19
weight gain,zVBVHWliwA0,7
